"resource","consumer","res.taxonomic_name","res.m","res.network","res.o.net","res.site","res.n","res.phylum","res.class","res.order","res.family","res.genus","res.resolved.to","con.taxonomic_name","con.m","con.network","con.o.net","con.site","con.n","con.phylum","con.class","con.order","con.family","con.genus","con.resolved.to","res.method","con.method","N.records","linkevidence","source.id"
"Chironomidae","Chironomidae","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Oreodytes","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","exact","genus",3,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Psychoglypha","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","family","family",12,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Simulium","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","exact","exact",5,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Oreodytes","Oreodytes","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","family","family",190,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Oreodytes","Psychoglypha","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","family","family",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Psychoglypha","Chironomidae","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","family","family",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Psychoglypha","Oreodytes","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","family","family",26,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Simulium","Chironomidae","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","family",13,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Simulium","Oreodytes","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","exact","family",3,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Simulium","Psychoglypha","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","genus","family",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Simulium","Simulium","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","exact","exact",5,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
